vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.28, 967.672, -415.853, -456.107, 51.7613, 2.36586, 14.2019, 968.02, -412.704, -453.513, 51.7079, 2.8769, 17.2813, 968.02, -412.69, -453.507, 51.7086, 1.20889, 1.20889
0.29, 963.505, -434.259, -442.343, 53.8382, 2.38131, 14.2028, 963.847, -422.584, -440.463, 54.2678, 2.89251, 17.2794, 963.847, -422.61, -440.457, 54.2686, 1.2054, 1.2054
0.3, 959.243, -419.159, -430.617, 55.8582, 2.35826, 14.1721, 959.592, -427.846, -427.996, 56.5578, 2.86972, 17.2257, 959.592, -427.834, -427.993, 56.5586, 1.20088, 1.20088
0.31, 954.944, -433.317, -418.55, 57.696, 2.36615, 14.1821, 955.28, -434.559, -415.636, 58.6561, 2.90452, 17.3303, 955.28, -434.57, -415.635, 58.6569, 1.20073, 1.20073
0.32, 950.578, -438.736, -405.962, 59.2128, 2.36329, 14.2057, 950.917, -437.9, -403.289, 60.5922, 2.90916, 17.4337, 950.917, -437.894, -403.287, 60.593, 1.20467, 1.20467
0.33, 946.171, -442.466, -393.873, 60.5003, 2.36687, 14.1853, 946.516, -442.225, -391.397, 62.3302, 2.86977, 17.3159, 946.516, -442.228, -391.396, 62.331, 1.20036, 1.20036
0.34, 941.702, -438.677, -381.821, 62.8452, 2.3587, 14.1576, 942.078, -444.906, -380.201, 63.8509, 2.86904, 17.2303, 942.078, -444.903, -380.197, 63.8516, 1.19377, 1.19377
0.35, 937.256, -462.173, -371.425, 64.3673, 2.37271, 14.1523, 937.618, -446.768, -369.461, 65.2122, 2.87893, 17.2127, 937.618, -446.768, -369.458, 65.213, 1.20414, 1.20414
0.36, 932.783, -453.698, -361.745, 65.4084, 2.35652, 14.1657, 933.139, -449.7, -358.791, 66.4448, 2.86848, 17.2204, 933.139, -449.706, -358.787, 66.4455, 1.19947, 1.19947
0.37, 928.266, -454.955, -352.747, 66.4223, 2.35863, 14.1653, 928.628, -451.937, -348.688, 67.5703, 2.86769, 17.2181, 928.628, -451.937, -348.687, 67.5711, 1.20329, 1.20329
0.38, 923.739, -464.269, -342.617, 67.0592, 2.35955, 14.1629, 924.101, -453.872, -338.785, 68.5835, 2.86933, 17.2264, 924.101, -453.879, -338.788, 68.5843, 1.20145, 1.20145
0.39, 919.197, -453.957, -331.254, 68.0293, 2.35659, 14.1626, 919.558, -454.46, -328.99, 69.4984, 2.87003, 17.2129, 919.558, -454.461, -328.99, 69.4991, 1.19889, 1.19889
0.4, 914.645, -452.609, -321.228, 68.6833, 2.35853, 14.1553, 915.014, -454.27, -319.659, 70.294, 2.86827, 17.2223, 915.014, -454.261, -319.656, 70.2948, 1.1995, 1.1995
0.41, 910.096, -454.905, -313.032, 69.3402, 2.37301, 14.1507, 910.464, -455.408, -310.974, 70.9853, 2.86802, 17.2568, 910.464, -455.412, -310.973, 70.986, 1.18034, 1.18034
0.42, 905.545, -456.164, -304.479, 69.8403, 2.35886, 14.1524, 905.911, -455.443, -302.478, 71.5993, 2.91805, 17.4258, 905.911, -455.448, -302.478, 71.6001, 1.17525, 1.17525
0.43, 901.011, -453.949, -295.215, 70.4805, 2.36993, 14.1896, 901.358, -455.305, -294.139, 72.1646, 2.87922, 17.2351, 901.358, -455.308, -294.136, 72.1652, 1.19528, 1.19528
0.44, 896.489, -462.237, -287.205, 70.6905, 2.35339, 14.1124, 896.803, -455.958, -286.366, 72.678, 2.89654, 17.3577, 896.803, -455.957, -286.366, 72.6787, 1.20073, 1.20073
0.45, 891.878, -460.614, -278.982, 70.4144, 2.33919, 14.1084, 892.237, -456.768, -278.759, 73.1326, 2.89724, 17.2364, 892.237, -456.772, -278.756, 73.1333, 1.19911, 1.19911
0.46, 887.326, -455.551, -272.527, 70.8007, 2.35577, 14.1165, 887.674, -455.897, -271.501, 73.5341, 2.84604, 17.1503, 887.674, -455.9, -271.5, 73.5348, 1.19765, 1.19765
0.47, 882.77, -463.197, -264.978, 71.3043, 2.34648, 14.1173, 883.123, -454.225, -264.536, 73.8867, 2.86988, 17.1315, 883.123, -454.226, -264.533, 73.8874, 1.20317, 1.20317
0.48, 878.238, -452.471, -258.973, 71.6347, 2.3449, 14.1136, 878.589, -452.79, -257.991, 74.2138, 2.85082, 17.1454, 878.589, -452.789, -257.991, 74.2144, 1.19627, 1.19627
0.49, 873.707, -451.294, -253.727, 72.1277, 2.36109, 14.0699, 874.065, -451.907, -251.586, 74.4961, 2.88758, 17.2628, 874.065, -451.904, -251.588, 74.4967, 1.19899, 1.19899
