vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.4, 912.409, -532.277, -337.898, 94.4425, 0.023609, 0.141246, 919.449, -461.095, -312.391, 71.5982, 0.02864, 0.171415, 919.449, -461.096, -312.392, 71.5983, 0.010456, 0.010456
0.41, 907.704, -456.158, -350.765, 95.5395, 0.023442, 0.140984, 914.831, -462.387, -303.828, 72.1668, 0.028542, 0.171682, 914.831, -462.388, -303.829, 72.1669, 0.010461, 0.010461
0.42, 902.703, -587.828, -329.637, 96.6181, 0.02363, 0.140874, 910.204, -462.974, -295.784, 72.6612, 0.028551, 0.171561, 910.204, -462.975, -295.785, 72.6612, 0.010548, 0.010548
0.43, 898.12, -463.085, -325.593, 97.603, 0.023525, 0.140914, 905.574, -462.929, -288.165, 73.0905, 0.028543, 0.171391, 905.574, -462.929, -288.166, 73.0906, 0.010444, 0.010444
0.44, 893.338, -414.326, -302.708, 98.5548, 0.023884, 0.141312, 900.947, -462.434, -280.838, 73.4626, 0.029157, 0.171382, 900.947, -462.435, -280.84, 73.4627, 0.010455, 0.010455
0.45, 888.669, -469.352, -300.348, 99.5527, 0.023613, 0.141052, 896.326, -461.713, -273.684, 73.7832, 0.028482, 0.171453, 896.326, -461.713, -273.686, 73.7832, 0.010486, 0.010486
0.46, 884.181, -463.894, -297.233, 100.441, 0.023578, 0.140992, 891.713, -460.954, -266.639, 74.0573, 0.028582, 0.17343, 891.713, -460.954, -266.64, 74.0574, 0.010465, 0.010465
0.47, 879.681, -515.195, -277.245, 101.311, 0.023485, 0.140995, 887.107, -460.255, -259.725, 74.2925, 0.028622, 0.171617, 887.107, -460.255, -259.726, 74.2926, 0.010437, 0.010437
0.48, 874.986, -478.632, -256.88, 100.828, 0.023549, 0.141064, 882.508, -459.584, -253.017, 74.4976, 0.028588, 0.171467, 882.508, -459.584, -253.019, 74.4977, 0.010499, 0.010499
0.49, 870.32, -444.507, -237.912, 101.61, 0.023592, 0.141051, 877.915, -458.832, -246.569, 74.679, 0.028635, 0.171948, 877.915, -458.832, -246.57, 74.6791, 0.010461, 0.010461
