vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.32, 950.664, -414.328, -417.617, 68.4816, 0.236315, 1.42039, 951.01, -438.631, -406.087, 60.0771, 0.286507, 1.71755, 951.01, -438.609, -406.123, 60.0806, 0.11952, 0.11952
0.33, 946.315, -412.032, -406.513, 69.3168, 0.236492, 1.41946, 946.627, -438.04, -395.257, 61.696, 0.286991, 1.71848, 946.627, -437.994, -395.301, 61.6995, 0.117934, 0.117934
0.34, 941.902, -416.765, -395.374, 70.354, 0.23735, 1.41896, 942.204, -446.083, -383.445, 63.2025, 0.2865, 1.71865, 942.204, -446.092, -383.48, 63.206, 0.117617, 0.117617
0.35, 937.387, -461.387, -384.147, 70.9517, 0.236597, 1.41965, 937.725, -450.086, -372.365, 64.498, 0.286173, 1.71981, 937.725, -450.087, -372.406, 64.5015, 0.11725, 0.11725
0.36, 932.851, -444.776, -375.33, 73.1714, 0.236847, 1.42131, 933.205, -452.95, -360.626, 65.7627, 0.286578, 1.71757, 933.205, -452.959, -360.657, 65.7663, 0.117426, 0.117426
0.37, 928.374, -446.531, -364.891, 73.8827, 0.236663, 1.42162, 928.68, -452.522, -349.826, 66.8771, 0.28595, 1.72259, 928.68, -452.495, -349.861, 66.8807, 0.117891, 0.117891
0.38, 923.737, -504.349, -355.258, 76.1569, 0.23626, 1.42103, 924.123, -458.969, -339.972, 67.8333, 0.286237, 1.72039, 924.123, -459.004, -340.016, 67.8369, 0.117335, 0.117335
0.39, 919.104, -438.393, -339.976, 76.7953, 0.236462, 1.41992, 919.543, -456.036, -329.586, 68.694, 0.288194, 1.71879, 919.543, -456.015, -329.621, 68.6976, 0.117045, 0.117045
0.4, 914.578, -465.317, -333.691, 76.9639, 0.236441, 1.42151, 914.977, -457.845, -321.058, 69.4575, 0.287202, 1.71748, 914.977, -457.842, -321.102, 69.4612, 0.118166, 0.118166
0.41, 909.999, -475.686, -327.956, 77.3474, 0.236385, 1.42153, 910.385, -460.535, -312.91, 70.1139, 0.2863, 1.72017, 910.385, -460.536, -312.955, 70.1176, 0.118071, 0.118071
0.42, 905.351, -474.099, -315.808, 78.8094, 0.237128, 1.41892, 905.771, -461.323, -304.566, 70.6592, 0.286064, 1.72115, 905.771, -461.328, -304.607, 70.6628, 0.117515, 0.117515
0.43, 900.781, -458.732, -307.642, 80.7378, 0.236756, 1.41999, 901.162, -460.901, -297.228, 71.2032, 0.288737, 1.71796, 901.162, -460.923, -297.268, 71.2069, 0.117474, 0.117474
0.44, 896.266, -453.063, -297.552, 81.0404, 0.236368, 1.4205, 896.569, -458.425, -289.309, 71.6289, 0.286188, 1.71782, 896.569, -458.419, -289.344, 71.6325, 0.117449, 0.117449
0.45, 891.663, -465.134, -288.259, 81.3205, 0.237542, 1.4191, 891.985, -458.005, -281.95, 72.0523, 0.286207, 1.7202, 891.985, -458.003, -281.985, 72.0559, 0.117548, 0.117548
0.46, 887.143, -465.886, -282.67, 81.6885, 0.236358, 1.41705, 887.406, -457.541, -275.005, 72.471, 0.285273, 1.71977, 887.406, -457.549, -275.039, 72.4747, 0.11727, 0.11727
0.47, 882.527, -483.284, -274.463, 82.1839, 0.235892, 1.41536, 882.837, -457.221, -267.924, 72.7547, 0.28794, 1.71669, 882.837, -457.239, -267.951, 72.7583, 0.118602, 0.118602
0.48, 877.962, -447.536, -269.203, 82.2907, 0.23627, 1.41903, 878.276, -454.519, -260.856, 72.9546, 0.286493, 1.71717, 878.276, -454.503, -260.888, 72.9582, 0.116847, 0.116847
0.49, 873.408, -445.692, -262.96, 82.512, 0.238934, 1.41756, 873.733, -453.833, -254.412, 73.1735, 0.286131, 1.71976, 873.733, -453.837, -254.448, 73.177, 0.117348, 0.117348
