vol1,price,dPricedVol1,dPricedVol2,dPricedCorr,price_time,risk_time,smooth_price,smooth_dPricedVol1,smooth_dPricedVol2,smooth_dPricedCorr,smooth_price_time,smooth_risk_time,aadc_price,aadc_dPricedVol1,aadc_dPricedVol2,aadc_dPricedCorr,aadc_price_time,aadc_risk_time
0.3, 957.503, -524.147, -396.549, 48.0939, 0.02444, 0.142206, 968.494, -408.218, -408.743, 55.2109, 0.028532, 0.171523, 968.494, -408.22, -408.745, 55.2109, 0.010484, 0.010484
0.31, 953.555, -414.762, -387.521, 48.7687, 0.023192, 0.140864, 964.37, -416.298, -396.861, 57.0022, 0.028583, 0.17129, 964.37, -416.299, -396.864, 57.0022, 0.010505, 0.010505
0.32, 948.985, -465.69, -383.065, 66.1432, 0.023486, 0.141143, 960.171, -423.504, -385.119, 58.6298, 0.028581, 0.171469, 960.171, -423.505, -385.121, 58.6298, 0.010516, 0.010516
0.33, 944.256, -368.441, -377.547, 68.6315, 0.023529, 0.140658, 955.903, -429.841, -373.531, 60.1065, 0.028483, 0.171003, 955.903, -429.843, -373.533, 60.1065, 0.010527, 0.010527
0.34, 939.925, -427.948, -370.539, 69.6523, 0.023489, 0.140784, 951.577, -435.334, -362.155, 61.4383, 0.028605, 0.171441, 951.577, -435.335, -362.157, 61.4383, 0.010495, 0.010495
0.35, 935.201, -511.246, -343.108, 70.7496, 0.023551, 0.140041, 947.199, -440.053, -351.064, 62.63, 0.028634, 0.171325, 947.199, -440.054, -351.066, 62.6301, 0.010506, 0.010506
0.36, 930.643, -402.293, -368.694, 88.2451, 0.023474, 0.141092, 942.778, -444.101, -340.322, 63.6879, 0.028572, 0.171245, 942.778, -444.102, -340.323, 63.6879, 0.010542, 0.010542
0.37, 926.564, -431.16, -362.544, 89.6269, 0.023506, 0.140927, 938.319, -447.576, -329.981, 64.6205, 0.028531, 0.171275, 938.319, -447.577, -329.982, 64.6206, 0.010487, 0.010487
0.38, 921.958, -501.363, -354.596, 90.8397, 0.024384, 0.142004, 933.828, -450.544, -320.079, 65.4384, 0.028565, 0.171614, 933.828, -450.545, -320.08, 65.4385, 0.010475, 0.010475
0.39, 917.062, -385.868, -345.265, 93.3122, 0.02348, 0.140955, 929.31, -453.036, -310.637, 66.1532, 0.02867, 0.171081, 929.31, -453.036, -310.638, 66.1532, 0.010497, 0.010497
0.4, 912.409, -532.277, -337.898, 94.4425, 0.023605, 0.140777, 924.769, -455.052, -301.661, 66.7764, 0.0286, 0.173257, 924.769, -455.053, -301.662, 66.7764, 0.010577, 0.010577
0.41, 907.704, -456.158, -350.765, 95.5395, 0.023484, 0.14268, 920.21, -456.585, -293.144, 67.3188, 0.028548, 0.172107, 920.21, -456.586, -293.145, 67.3189, 0.010504, 0.010504
0.42, 902.703, -587.828, -329.637, 96.6181, 0.023471, 0.140817, 915.639, -457.648, -285.058, 67.7901, 0.028804, 0.171563, 915.639, -457.648, -285.059, 67.7901, 0.010452, 0.010452
0.43, 898.12, -463.085, -325.593, 97.603, 0.023553, 0.159908, 911.059, -458.284, -277.356, 68.1988, 0.028938, 0.172628, 911.059, -458.284, -277.357, 68.1988, 0.010766, 0.010766
0.44, 893.338, -414.326, -302.708, 98.5548, 0.023516, 0.141094, 906.474, -458.566, -269.98, 68.5526, 0.028965, 0.172073, 906.474, -458.567, -269.981, 68.5527, 0.010767, 0.010767
0.45, 888.669, -469.352, -300.348, 99.5527, 0.02351, 0.140947, 901.888, -458.579, -262.873, 68.8587, 0.028503, 0.172728, 901.888, -458.58, -262.875, 68.8587, 0.011496, 0.011496
0.46, 884.181, -463.894, -297.233, 100.441, 0.024411, 0.141422, 897.303, -458.393, -256.003, 69.1237, 0.02903, 0.172409, 897.303, -458.393, -256.004, 69.1237, 0.010868, 0.010868
0.47, 879.681, -515.195, -277.245, 101.311, 0.023491, 0.141304, 892.721, -458.05, -249.357, 69.3542, 0.029363, 0.173046, 892.721, -458.05, -249.359, 69.3543, 0.010816, 0.010816
0.48, 874.986, -478.632, -256.88, 100.828, 0.024072, 0.141477, 888.143, -457.568, -242.942, 69.5564, 0.028472, 0.172531, 888.143, -457.568, -242.944, 69.5565, 0.010828, 0.010828
0.49, 870.32, -444.507, -237.912, 101.61, 0.023981, 0.140734, 883.57, -456.944, -236.769, 69.7359, 0.028528, 0.173139, 883.57, -456.944, -236.77, 69.736, 0.01077, 0.01077
